"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","phylum","class","order","family","genus","cx_int_no"
"498885","occ","","","50481","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Albian","","113.2","100.5","13525","-108.709999","45.124199","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","118"
"498886","occ","","","50482","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.730400","45.153000","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"498887","occ","","","50483","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Albian","","113.2","100.5","13525","-108.811302","45.197399","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","118"
"498888","occ","","","50483","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.811302","45.197399","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"498889","occ","","","50484","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Albian","","113.2","100.5","13525","-108.750099","45.355900","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","118"
"498895","occ","","","50488","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.811798","45.355900","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"498896","occ","","","50488","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Albian","","113.2","100.5","13525","-108.811798","45.355900","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","118"
"498898","occ","","","50490","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.811302","45.341202","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","14"
"498900","occ","","","50491","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Albian","","113.2","100.5","13525","-108.811302","45.341202","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","118"
"498901","occ","","","50491","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.811302","45.341202","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"498902","occ","","","50492","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.811302","45.240501","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"498909","occ","","","50496","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.322403","44.978199","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","14"
"498911","occ","27195","","50496","Sauroposeidon proteles","species","66617","","Sauroposeidon proteles","species","66617","Middle Albian","Early Cenomanian","110.1","93.9","42441","-108.322403","44.978199","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sauroposeidon","14"
"498914","occ","","","50496","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.322403","44.978199","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","14"
"498916","occ","","","50497","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Albian","","113.2","100.5","13525","-108.322403","44.978199","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","118"
"498918","occ","","","50498","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.322403","44.978199","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","14"
"498920","occ","40490","","50498","? Acrocanthosaurus atokensis","species","55482","","Acrocanthosaurus atokensis","species","55482","Middle Albian","Early Cenomanian","110.1","93.9","81898","-108.322403","44.978199","Chordata","Saurischia","NO_ORDER_SPECIFIED","Carcharodontosauridae","Acrocanthosaurus","14"
"498921","occ","","","50498","? Microvenator celer","species","65860","","Microvenator celer","species","65860","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.322403","44.978199","Chordata","Saurischia","NO_ORDER_SPECIFIED","Caenagnathidae","Microvenator","14"
"498922","occ","27196","","50498","Sauroposeidon proteles","species","66617","","Sauroposeidon proteles","species","66617","Middle Albian","Early Cenomanian","110.1","93.9","42441","-108.322403","44.978199","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sauroposeidon","14"
"498923","occ","","","50498","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.322403","44.978199","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","14"
"498924","occ","","","50498","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.322403","44.978199","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","14"
"498930","occ","","","50499","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.322403","44.978199","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","14"
"498932","occ","","","50500","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.342796","44.978199","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"498935","occ","","","50501","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.100197","45.453602","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","14"
"498936","occ","","","50502","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Albian","","113.2","100.5","13525","-108.162003","45.438999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","118"
"498937","occ","","","50503","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.141403","45.438999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499153","occ","","","50525","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.264900","45.380501","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499154","occ","","","50525","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Albian","","113.2","100.5","13525","-108.264900","45.380501","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","118"
"499155","occ","","","50526","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.285500","45.380501","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499156","occ","","","50527","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.285500","45.380501","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499157","occ","","","50528","Sauropelta edwardsi n. gen. n. sp.","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Albian","","113.2","100.5","13525","-108.285500","45.380501","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","118"
"499158","occ","13273","","50529","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.038498","45.409698","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499159","occ","13274","","50530","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Albian","","113.2","100.5","13525","-108.038498","45.409698","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","118"
"499160","occ","","","50531","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Albian","","113.2","100.5","13525","-108.038498","45.409698","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","118"
"499161","occ","","","50531","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.038498","45.409698","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499162","occ","","","50532","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Albian","","113.2","100.5","13525","-108.322403","44.978199","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","118"
"499168","occ","","","50538","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.100197","45.351299","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499169","occ","","","50539","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Albian","","113.2","100.5","13525","-108.100197","45.351299","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","118"
"499170","occ","","","50539","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.100197","45.351299","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499171","occ","","","50540","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Albian","","113.2","100.5","13525","-108.811302","45.283699","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","118"
"499172","occ","","","50540","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.811302","45.283699","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499173","occ","","","50541","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.811302","45.283699","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","14"
"499177","occ","","","50543","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-109.894699","46.271400","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499598","occ","","","50684","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-108.141403","45.438999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499599","occ","","","50685","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-108.141403","45.438999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499605","occ","","","50686","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Aptian","Albian","121.4","100.5","13525","-108.141403","45.438999","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","40"
"499606","occ","","","50686","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-108.141403","45.438999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499611","occ","","","50687","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-108.141403","45.438999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499612","occ","","","50688","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Aptian","Albian","121.4","100.5","13525","-108.162003","45.438999","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","40"
"499622","occ","","","50690","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-108.100197","45.453602","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499623","occ","","","50691","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-109.706398","46.337502","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499640","occ","30814","","50693","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Albian","","113.2","100.5","13525","-108.162003","45.438999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","118"
"499656","occ","","","50696","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.141403","45.438999","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499659","occ","","","50697","Deinonychus antirrhopus","species","54555","","Deinonychus antirrhopus","species","54555","Middle Albian","Early Cenomanian","110.1","93.9","13525","-108.141403","45.438999","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","14"
"499679","occ","","","50701","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.811302","45.226200","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499680","occ","","","50702","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.811302","45.226200","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499687","occ","","","50706","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.811302","45.226200","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499688","occ","34813","","50707","Deinonychus antirrhopus n. gen. n. sp.","species","54555","","Deinonychus antirrhopus","species","54555","Albian","","113.2","100.5","13525","-108.811302","45.226200","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Deinonychus","118"
"499689","occ","","","50707","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-108.811302","45.226200","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499695","occ","","","50710","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-108.811302","45.226200","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499697","occ","","","50712","Sauropelta ? edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Aptian","Albian","121.4","100.5","13525","-108.120796","45.468201","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","40"
"499702","occ","","","50713","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-108.120796","45.468201","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499708","occ","","","50715","Sauropelta ? edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","Aptian","Albian","121.4","100.5","13525","-108.120796","45.468201","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Sauropelta","40"
"499743","occ","","","50718","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Albian","","113.2","100.5","13525","-109.706398","46.323002","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","118"
"499856","occ","","","50719","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-109.706398","46.323002","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499857","occ","","","50720","Tenontosaurus tilletti","species","52887","","Tenontosaurus tilletti","species","52887","Aptian","Albian","121.4","100.5","13525","-109.706398","46.323002","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Tenontosauridae","Tenontosaurus","40"
"499892","occ","","","49343","Psittacosaurus osborni n. sp.","species","65706","","Psittacosaurus mongoliensis","species","52831","Aptian","","121.4","113.2","14779","106.983330","41.500000","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Psittacosaurus","119"
"499902","occ","","","50729","cf. Velociraptor mongoliense","species","364669","misspelling of","Velociraptor mongoliensis","species","54554","Campanian","Maastrichtian","83.6","66","13553","106.982780","41.500557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Velociraptor","39"
"499908","occ","","","50733","Troodon bexelli n. sp.","species","56576","recombined as","Sinocephale bexelli","species","56576","Campanian","Maastrichtian","83.6","66","78579","103.538498","41.433701","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Pachycephalosauridae","Sinocephale","39"
"500000","occ","","","50766","Ohmdenosaurus liasicus n. gen. n. sp.","species","65914","","Ohmdenosaurus liasicus","species","65914","Middle Toarcian","","182.9","180.4","13560","9.516700","48.650002","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ohmdenosaurus","131"
"500518","occ","","","50823","Syntarsus rhodesiensis","species","55541","recombined as","Megapnosaurus rhodesiensis","species","55541","Hettangian","Sinemurian","201.4","192.9","13579","29.500000","-16.116667","Chordata","Saurischia","NO_ORDER_SPECIFIED","Coelophysidae","Megapnosaurus","43"
"500519","occ","","","50824","Syntarsus rhodesiensis","species","55541","recombined as","Megapnosaurus rhodesiensis","species","55541","Hettangian","Sinemurian","201.4","192.9","63435","30.100000","-16.216667","Chordata","Saurischia","NO_ORDER_SPECIFIED","Coelophysidae","Megapnosaurus","43"
"500520","occ","","","50825","Stegoceras validum","species","56570","","Stegoceras validum","species","81379","Middle Campanian","Late Campanian","83.6","72.2","13582","-110.550003","48.966702","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stegoceras","113"
"500524","occ","","","50826","Stegoceras validum","species","56570","","Stegoceras validum","species","81379","Middle Campanian","Late Campanian","83.6","72.2","13582","-110.933296","48.966702","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stegoceras","113"
"501213","occ","","","50827","Stegoceras validum","species","56570","","Stegoceras validum","species","81379","Middle Campanian","Late Campanian","83.6","72.2","13582","-110.583298","48.933300","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stegoceras","113"
"501216","occ","","","50829","Ornatotholus browni","species","56568","","Stegoceras validum","species","81379","Middle Campanian","Late Campanian","83.6","72.2","13582","-110.616699","48.950001","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stegoceras","113"
"501217","occ","43106","","50830","Hanssuesia sternbergi","species","67705","","Stegoceras validum","species","81379","Middle Campanian","Late Campanian","83.6","72.2","14453","-110.449997","48.983299","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Stegoceras","113"
"501469","occ","","","50897","Malawisaurus dixeyi","species","57458","","Malawisaurus dixeyi","species","57457","Aptian","","121.4","113.2","13589","34.025002","-10.283333","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Malawisaurus","119"
"501470","occ","","","50898","Malawisaurus dixeyi","species","57458","","Malawisaurus dixeyi","species","57457","Aptian","","121.4","113.2","13589","34.025002","-10.283333","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Malawisaurus","119"
"501471","occ","","","50899","Malawisaurus dixeyi","species","57458","","Malawisaurus dixeyi","species","57457","Aptian","","121.4","113.2","13589","34.025002","-10.283333","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Malawisaurus","119"
"501472","occ","","","50900","Malawisaurus dixeyi","species","57458","","Malawisaurus dixeyi","species","57457","Aptian","","121.4","113.2","13589","34.025002","-10.283611","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Malawisaurus","119"
"501473","occ","","","50901","Malawisaurus dixeyi","species","57458","","Malawisaurus dixeyi","species","57457","Aptian","","121.4","113.2","13589","34.024723","-10.283333","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Malawisaurus","119"
"501487","occ","","","38916","Karongasaurus gittelmani n. gen. n. sp.","species","66007","","Karongasaurus gittelmani","species","66007","Aptian","","121.4","113.2","13589","34.025002","-10.283333","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Karongasaurus","119"
"501488","occ","","","50897","Karongasaurus gittelmani","species","66007","","Karongasaurus gittelmani","species","66007","Aptian","","121.4","113.2","13589","34.025002","-10.283333","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Karongasaurus","119"
"501543","occ","","","14490","Saurornitholestes langstoni","species","54556","","Saurornitholestes langstoni","species","54556","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.099998","46.099998","Chordata","Saurischia","NO_ORDER_SPECIFIED","Dromaeosauridae","Saurornitholestes","113"
"501544","occ","","","14490","Troodon formosus","species","54818","","Troodon formosus","species","54818","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.099998","46.099998","Chordata","Saurischia","NO_ORDER_SPECIFIED","Troodontidae","Troodon","113"
"501569","occ","","","50907","Troodon formosus","species","54818","","Troodon formosus","species","54818","Middle Campanian","Late Campanian","83.6","72.2","13752","-109.663330","46.400002","Chordata","Saurischia","NO_ORDER_SPECIFIED","Troodontidae","Troodon","113"
"501688","occ","","","50931","Triceratops calicornis n. sp.","species","54191","","Triceratops horridus","species","63766","Late Maastrichtian","","72.2","66","14177","-104.707176","43.139351","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Triceratops","112"
"502070","occ","19033","","51033","Shuvuuia deserti","species","66044","","Shuvuuia deserti","species","66044","Late Campanian","","83.6","72.2","13618","103.266670","44.216667","Chordata","Saurischia","NO_ORDER_SPECIFIED","Alvarezsauridae","Shuvuuia","113"
"502071","occ","25783","","51034","Demandasaurus darwini n. gen. n. sp.","species","202270","","Demandasaurus darwini","species","202270","Late Barremian","Early Aptian","125.77","119.57","37926","-3.397600","42.018799","Chordata","Saurischia","NO_ORDER_SPECIFIED","Rebbachisauridae","Demandasaurus","40"
"504248","occ","","","51234","Jiangshanosaurus lixianensis n. gen. n. sp.","species","66075","","Jiangshanosaurus lixianensis","species","66075","Cenomanian","Turonian","100.5","89.8","13643","118.516701","28.600000","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Jiangshanosaurus","39"
"504365","occ","37418","","51249","Narindasaurus thevenini n. gen. n. sp.","species","425749","","Narindasaurus thevenini","species","425749","Bathonian","","168.2","165.3","73748","48.016701","-14.616700","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Narindasaurus","128"
"504368","occ","18612","","51252","Megalosaurus crenatissimus","species","53959","recombined as","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.2","66","13648","46.516701","-15.933300","Chordata","Saurischia","NO_ORDER_SPECIFIED","Abelisauridae","Majungasaurus","112"
"504392","occ","","IF","51255","Grallator formosus","species","66096","","Grallator tenuis","species","67368","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504393","occ","","IF","51255","Eubrontes approximatus","species","67406","","Eubrontes giganteus","species","67402","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"504394","occ","","IF","51255","Anchisauripus exsertus","species","67397","","Grallator tuberosus","species","67394","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504395","occ","","IF","51256","Eubrontes giganteus","species","66095","","Eubrontes giganteus","species","67402","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"504397","occ","","IF","51256","Anchisauripus exsertus","species","67397","","Grallator tuberosus","species","67394","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504398","occ","","IF","51256","Anchisauripus sillimani","species","67393","recombined as","Eubrontes sillimani","species","67392","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"504401","occ","","IF","51258","Anchisauripus hitchcocki","species","66091","","Grallator tenuis","species","67368","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504402","occ","","IF","51259","Anchisauripus exsertus","species","67397","","Grallator tuberosus","species","67394","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504403","occ","","IF","51260","Gigandipus caudatus","species","96915","","Gigandipus caudatus","species","66093","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"504404","occ","","IF","51260","Eubrontes approximatus","species","67406","","Eubrontes giganteus","species","67402","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Eubrontes","134"
"504405","occ","","IF","51260","Anchisauripus exsertus","species","67397","","Grallator tuberosus","species","67394","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504406","occ","","I","51260","Anchisauripus parallelus","species","67399","","Grallator cursorius","species","64080","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504407","occ","","IF","51260","Anchisauripus tuberosus","species","67395","recombined as","Grallator tuberosus","species","67394","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
"504408","occ","","I","51255","Anchisauripus parallelus","species","67399","","Grallator cursorius","species","64080","Hettangian","","201.4","199.5","13651","-72.765831","41.340557","Chordata","Saurischia","NO_ORDER_SPECIFIED","Grallatoridae","Grallator","134"
