"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon"
"63773","63773","txn","","","Torosaurus latus","","63773","species","Torosaurus latus","38861","Torosaurus","12251","extinct","7","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Torosaurus",""
"63774","63774","txn","","","Torosaurus gladius","objective synonym of","63773","species","Torosaurus latus","38861","Torosaurus","12251","extinct","7","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Torosaurus",""
"109481","109481","txn","","","Eotriceratops xerinsularis","","109481","species","Eotriceratops xerinsularis","109480","Eotriceratops","25471","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Eotriceratops",""
"365326","365326","txn","","","Regaliceratops peterhewsi","","365326","species","Regaliceratops peterhewsi","365325","Regaliceratops","64543","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Regaliceratops",""
"420730","420730","txn","","","Terminocavus sealeyi","","420730","species","Terminocavus sealeyi","420729","Terminocavus","72668","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Terminocavus",""
"500072","500072","txn","","","Agujaceratops mavericus","","500072","species","Agujaceratops mavericus","112568","Agujaceratops","89714","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Agujaceratops",""
"52772","112569","txn","","","Agujaceratops mariscalensis","","52772","species","Agujaceratops mariscalensis","112568","Agujaceratops","14107","extinct","13","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Agujaceratops",""
"243367","243367","txn","","","Kosmoceratops richardsoni","","243367","species","Kosmoceratops richardsoni","243366","Kosmoceratops","42508","extinct","2","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Kosmoceratops",""
"340979","340979","txn","","","Spiclypeus shipporum","","340979","species","Spiclypeus shipporum","340978","Spiclypeus","59188","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Spiclypeus",""
"269817","269817","txn","","","Bravoceratops polyphemus","","269817","species","Bravoceratops polyphemus","269816","Bravoceratops","47025","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Bravoceratops",""
"66020","66020","txn","","","Chasmosaurus russelli","","66020","species","Chasmosaurus russelli","38855","Chasmosaurus","18595","extinct","4","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Chasmosaurus",""
"170959","170959","txn","","","Mojoceratops perifania","subjective synonym of","66020","species","Chasmosaurus russelli","38855","Chasmosaurus","33878","extinct","4","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Chasmosaurus",""
"66164","66164","txn","","","Monoclonius canadensis","nomen dubium, species not entered","38855","genus","Chasmosaurus","38855","Chasmosaurus","25127","extinct","1","83.6","72.2","83.6","72.2","Campanian","","0","0","Chordata","Ornithischia","","Ceratopsidae","Chasmosaurus",""
"63964","63964","txn","","","Chasmosaurus brevirostris","nomen dubium, species not entered","38855","genus","Chasmosaurus","38855","Chasmosaurus","12314","extinct","1","83.6","72.2","83.6","72.2","Campanian","","0","0","Chordata","Ornithischia","","Ceratopsidae","Chasmosaurus",""
"56004","56004","txn","","","Chasmosaurus kaiseni","nomen dubium, species not entered","38855","genus","Chasmosaurus","38855","Chasmosaurus","9558","extinct","1","83.6","72.2","83.6","72.2","Campanian","","0","0","Chordata","Ornithischia","","Ceratopsidae","Chasmosaurus",""
"63914","66019","txn","","","Chasmosaurus belli","","63914","species","Chasmosaurus belli","38855","Chasmosaurus","25127","extinct","7","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Chasmosaurus",""
"52821","52821","txn","","","Ceratops montanus","nomen dubium, species not entered","52773","subfamily","Chasmosaurinae","52823","Ceratops","12249","extinct","1","83.6","72.2","83.6","72.2","Campanian","","0","0","Chordata","Ornithischia","","Ceratopsidae","Ceratops",""
"444003","444003","txn","","","Sierraceratops turneri","","444003","species","Sierraceratops turneri","444002","Sierraceratops","78571","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Ceratopsidae","Sierraceratops",""
"63447","63447","txn","","","Anchiceratops ornatus","","63447","species","Anchiceratops ornatus","38852","Anchiceratops","18646","extinct","6","83.6","66","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Ceratopsidae","Anchiceratops",""
"63446","63446","txn","","","Anchiceratops longirostris","subjective synonym of","63447","species","Anchiceratops ornatus","38852","Anchiceratops","12111","extinct","6","83.6","66","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Ceratopsidae","Anchiceratops",""
"266208","266208","txn","","","Judiceratops tigris","","266208","species","Judiceratops tigris","266207","Judiceratops","46503","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Judiceratops",""
"66024","66024","txn","","","Triceratops ingens","nomen dubium, species not entered","38851","family","Ceratopsidae","38851","Ceratopsidae","13602","extinct","1","72.2","66","72.2","66","Maastrichtian","","0","0","Chordata","Ornithischia","","Ceratopsidae","",""
"54188","54188","txn","","","Polyonax mortuarius","nomen dubium, species not entered","38851","family","Ceratopsidae","52929","Polyonax","53327","extinct","1","72.2","66","72.2","66","Maastrichtian","","0","0","Chordata","Ornithischia","","Ceratopsidae","Polyonax",""
"66017","66017","txn","","","Ugrosaurus olsoni","nomen dubium, species not entered","38851","family","Ceratopsidae","66016","Ugrosaurus","13600","extinct","1","72.2","66","72.2","66","Maastrichtian","","0","0","Chordata","Ornithischia","","Ceratopsidae","Ugrosaurus",""
"53039","53039","txn","","","Agathaumas sylvestris","nomen dubium, species not entered","38851","family","Ceratopsidae","53038","Agathaumas","53113","extinct","1","72.2","66","72.2","66","Maastrichtian","","0","0","Chordata","Ornithischia","","Ceratopsidae","Agathaumas",""
"56142","56142","txn","","","Triceratops maximus","nomen dubium, species not entered","38851","family","Ceratopsidae","38851","Ceratopsidae","9592","extinct","1","72.2","66","72.2","66","Maastrichtian","","0","0","Chordata","Ornithischia","","Ceratopsidae","",""
"170632","170632","txn","","","Medusaceratops lokii","","170632","species","Medusaceratops lokii","170631","Medusaceratops","33792","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Medusaceratops",""
"492825","492825","txn","","","Lokiceratops rangiformis","","492825","species","Lokiceratops rangiformis","492822","Lokiceratops","88706","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Lokiceratops",""
"94776","94776","txn","","","Albertaceratops nesmoi","","94776","species","Albertaceratops nesmoi","94775","Albertaceratops","19935","extinct","2","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Ornithischia","","Ceratopsidae","Albertaceratops",""
"57224","71337","txn","","","Hexinlusaurus multidens","","57224","species","Hexinlusaurus multidens","71336","Hexinlusaurus","6970","extinct","1","170.9","154.8","170.9","154.8","Bajocian","Oxfordian","1","0","Chordata","Ornithischia","","","Hexinlusaurus",""
"104624","104624","txn","","","Eocursor parvus","","104624","species","Eocursor parvus","104623","Eocursor","24820","extinct","1","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Ornithischia","","","Eocursor",""
"69055","105062","txn","","","Krzyzanowskisaurus hunti","","69055","species","Krzyzanowskisaurus hunti","105061","Krzyzanowskisaurus","31634","extinct","4","237","227.3","227.3","205.7","Carnian","Norian","1","0","Chordata","Ornithischia","","","Krzyzanowskisaurus",""
"121365","121365","txn","IF","","Minisauripus chuanzhuensis","","121365","species","Minisauripus chuanzhuensis","121363","Minisauripus","76821","extinct","1","125.77","100.5","125.77","100.5","Barremian","Albian","1","0","Chordata","Ornithischia","","","Minisauripus",""
"121364","121364","txn","I","","Minisauripus zhenshuonani","","121364","species","Minisauripus zhenshuonani","121363","Minisauripus","26990","extinct","3","143.1","121.4","121.4","100.5","Berriasian","Albian","1","0","Chordata","Ornithischia","","","Minisauripus",""
"67090","67090","txn","","","Technosaurus smalli","","67090","species","Technosaurus smalli","38721","Technosaurus","29594","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Ornithischia","","","Technosaurus",""
"81776","81776","txn","","","Silesaurus opolensis","","81776","species","Silesaurus opolensis","81775","Silesaurus","17738","extinct","3","233.6","227.3","233.6","227.3","Carnian","","1","0","Chordata","Ornithischia","","","Silesaurus",""
"119885","119885","txn","","","Sacisaurus agudoensis","","119885","species","Sacisaurus agudoensis","119884","Sacisaurus","26809","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Ornithischia","","","Sacisaurus",""
"68126","68126","txn","","","Eucoelophysis baldwini","","68126","species","Eucoelophysis baldwini","68125","Eucoelophysis","14776","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Ornithischia","","","Eucoelophysis",""
"398797","398797","txn","","","Kwanasaurus williamparkeri","","398797","species","Kwanasaurus williamparkeri","398796","Kwanasaurus","70805","extinct","6","227.3","201.4","227.3","201.4","Norian","Rhaetian","1","0","Chordata","Ornithischia","","","Kwanasaurus",""
"347440","347440","txn","","","Lutungutali sitwensis","","347440","species","Lutungutali sitwensis","280555","Lutungutali","48534","extinct","1","246.7","227.3","246.7","227.3","Anisian","Carnian","1","0","Chordata","Ornithischia","","","Lutungutali",""
"202341","202341","txn","","","Diodorus scytobrachion","","202341","species","Diodorus scytobrachion","202339","Diodorus","37952","extinct","1","237","205.7","237","205.7","Carnian","Norian","1","0","Chordata","Ornithischia","","","Diodorus",""
"164325","164325","txn","","","Asilisaurus kongwe","","164325","species","Asilisaurus kongwe","164324","Asilisaurus","32231","extinct","4","246.7","241.464","246.7","241.464","Anisian","","1","0","Chordata","Ornithischia","","","Asilisaurus",""
"56932","56932","txn","","","Fabrosaurus australis","nomen dubium, species not entered","38712","unranked clade","Ornithischia","38718","Fabrosaurus","14838","extinct","1","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","0","0","Chordata","Ornithischia","","","Fabrosaurus",""
"64498","64498","txn","","","Trimucrodon cuneatus","nomen dubium, species not entered","38712","unranked clade","Ornithischia","38716","Trimucrodon","23379","extinct","1","152.21","149.2","152.21","149.2","Kimmeridgian","","0","0","Chordata","Ornithischia","","","Trimucrodon",""
"67206","67206","txn","F","","Cairanoolithus dughii","","67206","species","Cairanoolithus dughii","67205","Cairanoolithus","14215","extinct","8","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Ornithischia","","Cairanoolithidae","Cairanoolithus",""
"67208","81825","txn","F","","Cairanoolithus roussetensis","","67208","species","Cairanoolithus roussetensis","67205","Cairanoolithus","14215","extinct","7","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Ornithischia","","Cairanoolithidae","Cairanoolithus",""
"133465","133465","txn","I","","Gyrotrisauropus planus","","133465","species","Gyrotrisauropus planus","133464","Gyrotrisauropus","28154","extinct","0","","","","","","","1","0","Chordata","Ornithischia","","","Gyrotrisauropus",""
"64409","64409","txn","","","Pisanosaurus mertii","","64409","species","Pisanosaurus mertii","38729","Pisanosaurus","7278","extinct","1","233.6","227.3","233.6","227.3","Carnian","","1","0","Chordata","Ornithischia","","","Pisanosaurus",""
"86619","86619","txn","F","","Youngoolithus xiaguanensis","","86619","species","Youngoolithus xiaguanensis","86618","Youngoolithus","24214","extinct","1","93.9","72.2","93.9","72.2","Turonian","Campanian","1","0","Chordata","Reptilia","","Youngoolithidae","Youngoolithus",""
"67239","67239","txn","IF","","Sinoichnites youngi","nomen dubium, species not entered","52775","unranked clade","Dinosauria","67238","Sinoichnites","62983","extinct","1","174.7","161.5","174.7","161.5","Aalenian","Callovian","0","0","Chordata","Reptilia","","","Sinoichnites",""
"69163","69163","txn","","","Iguanodonichnus frenkii","nomen dubium, species not entered","52775","unranked clade","Dinosauria","69162","Iguanodonichnus","15469","extinct","1","149.2","143.1","149.2","143.1","Tithonian","","0","0","Chordata","Reptilia","","","Iguanodonichnus",""
"68176","68176","txn","I","","Gigantosauropus asturiensis","nomen dubium, species not entered","52775","unranked clade","Dinosauria","68175","Gigantosauropus","5982","extinct","1","154.8","149.2","154.8","149.2","Kimmeridgian","","0","0","Chordata","Reptilia","","","Gigantosauropus",""
"162726","395888","txn","F","","Mosaicoolithus zhangtoucaoensis","","162726","species","Mosaicoolithus zhangtoucaoensis","395887","Mosaicoolithus","70506","extinct","3","106.3","100.5","100.5","89.8","Albian","Turonian","1","0","Chordata","Reptilia","","","Mosaicoolithus",""
"142972","142972","txn","I","","Toyamasauripus masuiae","","142972","species","Toyamasauripus masuiae","142971","Toyamasauripus","29368","extinct","2","137.05","132.6","121.4","113.2","Valanginian","Aptian","1","0","Chordata","Reptilia","","","Toyamasauripus",""
"141928","141929","txn","IF","","Platypterna concamerata","","141928","species","Platypterna concamerata","93704","Platypterna","30909","extinct","7","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"141930","141930","txn","IF","","Platypterna varica","subjective synonym of","141928","species","Platypterna concamerata","93704","Platypterna","29189","extinct","7","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"141937","141938","txn","IF","","Platypterna tenuis","","141937","species","Platypterna tenuis","93704","Platypterna","51492","extinct","3","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"141934","141934","txn","IF","","Platypterna digitigrada","","141934","species","Platypterna digitigrada","93704","Platypterna","29531","extinct","3","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"93705","93705","txn","IF","","Platypterna lockatong","","93705","species","Platypterna lockatong","93704","Platypterna","19814","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","","Platypterna",""
"141935","141936","txn","IF","","Platypterna recta","","141935","species","Platypterna recta","93704","Platypterna","29189","extinct","3","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"155941","155941","txn","IF","","Platypterna gracillima","","155941","species","Platypterna gracillima","93704","Platypterna","29531","extinct","1","201.4","199.5","201.4","199.5","Hettangian","","1","0","Chordata","Saurischia","","","Platypterna",""
"141931","141932","txn","IF","","Platypterna delicatula","","141931","species","Platypterna delicatula","93704","Platypterna","69420","extinct","2","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"155323","155323","txn","IF","","Harpedactylus gracilior","","155323","species","Harpedactylus gracilior","93704","Platypterna","40559","extinct","1","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"96933","156005","txn","IF","","Harpedactylus tenuissimus","","96933","species","Harpedactylus tenuissimus","93704","Platypterna","51492","extinct","4","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"156006","156006","txn","IF","","Harpedactylus gracilis","subjective synonym of","96933","species","Harpedactylus tenuissimus","93704","Platypterna","30909","extinct","4","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"155322","155322","txn","IF","","Harpedactylus crassus","","155322","species","Harpedactylus crassus","93704","Platypterna","40559","extinct","1","201.4","199.5","201.4","199.5","Hettangian","","1","0","Chordata","Saurischia","","","Platypterna",""
"141917","141918","txn","IF","","Platypterna deanii","","141917","species","Platypterna deanii","93704","Platypterna","51492","extinct","3","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Platypterna",""
"85808","85808","txn","I","","Saurischichnus primitivus","","85808","species","Saurischichnus primitivus","85807","Saurischichnus","29902","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","","Saurischichnus",""
"155318","155318","txn","IF","","Trihamus elegans","","155318","species","Trihamus elegans","155317","Trihamus","40559","extinct","3","201.4","199.5","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Trihamus",""
"156059","156059","txn","IF","","Trihamus magnus","","156059","species","Trihamus magnus","155317","Trihamus","30910","extinct","1","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","","Trihamus",""
"67378","67378","txn","IF","","Plesiornis pilulatus","","67378","species","Plesiornis pilulatus","67377","Plesiornis","14321","extinct","4","227.3","205.7","201.4","192.9","Norian","Sinemurian","1","0","Chordata","Saurischia","","","Plesiornis",""
"66909","66909","txn","","","Chindesaurus bryansmalli","","66909","species","Chindesaurus bryansmalli","66908","Chindesaurus","14122","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","","Chindesaurus",""
"55000","55000","txn","","","Herrerasaurus ischigualastensis","","55000","species","Herrerasaurus ischigualastensis","38511","Herrerasaurus","11823","extinct","10","237","227.3","233.6","227.3","Carnian","","1","0","Chordata","Saurischia","","Herrerasauridae","Herrerasaurus",""
"58914","58914","txn","","","Ischisaurus cattoi","subjective synonym of","55000","species","Herrerasaurus ischigualastensis","38511","Herrerasaurus","11823","extinct","10","237","227.3","233.6","227.3","Carnian","","1","0","Chordata","Saurischia","","Herrerasauridae","Herrerasaurus",""
"66349","66349","txn","","","Frenguellisaurus ischigualastensis","subjective synonym of","55000","species","Herrerasaurus ischigualastensis","38511","Herrerasaurus","13756","extinct","10","237","227.3","233.6","227.3","Carnian","","1","0","Chordata","Saurischia","","Herrerasauridae","Herrerasaurus",""
"172073","172073","txn","","","Sanjuansaurus gordilloi","","172073","species","Sanjuansaurus gordilloi","172072","Sanjuansaurus","34067","extinct","1","237","227.3","237","227.3","Carnian","","1","0","Chordata","Saurischia","","Herrerasauridae","Sanjuansaurus",""
"55001","55001","txn","","","Staurikosaurus pricei","","55001","species","Staurikosaurus pricei","38508","Staurikosaurus","12492","extinct","2","237","227.3","237","227.3","Carnian","","1","0","Chordata","Saurischia","","Herrerasauridae","Staurikosaurus",""
"105787","105787","txn","","","Teyuwasu barberenai","subjective synonym of","55001","species","Staurikosaurus pricei","38508","Staurikosaurus","14773","extinct","2","237","227.3","237","227.3","Carnian","","1","0","Chordata","Saurischia","","Herrerasauridae","Staurikosaurus",""
"399808","399808","txn","","","Gnathovorax cabreirai","","399808","species","Gnathovorax cabreirai","399807","Gnathovorax","71101","extinct","1","233.6","227.3","233.6","227.3","Carnian","","1","0","Chordata","Saurischia","","Herrerasauridae","Gnathovorax",""
"355051","355051","txn","IF","","Deuterotetrapous plancus","","355051","species","Deuterotetrapous plancus","85809","Deuterotetrapous","62424","extinct","1","246.7","241.464","246.7","241.464","Anisian","","1","0","Chordata","Saurischia","","","Deuterotetrapous",""
"85810","85810","txn","IF","","Deuterotetrapous triassicus","","85810","species","Deuterotetrapous triassicus","85809","Deuterotetrapous","19324","extinct","1","251.902","246.7","251.902","246.7","Induan","Olenekian","1","0","Chordata","Saurischia","","","Deuterotetrapous",""
"56385","56385","txn","","","Saltopus elginensis","","56385","species","Saltopus elginensis","38518","Saltopus","16888","extinct","1","237","205.7","237","205.7","Carnian","Norian","1","0","Chordata","Saurischia","","","Saltopus",""
"141939","141939","txn","IF","","Trimabus elegans","","141939","species","Trimabus elegans","141640","Trimabus","29189","extinct","0","","","","","","","1","0","Chordata","Saurischia","","","Trimabus",""
"54997","91403","txn","","","Efraasia minor","","54997","species","Efraasia minor","64391","Efraasia","9279","extinct","5","227.3","211.18","215.38","205.7","Norian","","1","0","Chordata","Saurischia","","","Efraasia",""
"57411","57411","txn","","","Sellosaurus fraasi","subjective synonym of","54997","species","Efraasia minor","64391","Efraasia","10510","extinct","5","227.3","211.18","215.38","205.7","Norian","","1","0","Chordata","Saurischia","","","Efraasia",""
"64389","64393","txn","","","Palaeosaurus diagnosticus","subjective synonym of","54997","species","Efraasia minor","64391","Efraasia","26359","extinct","5","227.3","211.18","215.38","205.7","Norian","","1","0","Chordata","Saurischia","","","Efraasia",""
"133277","133277","txn","IF","","Trichristolopus dubius","","133277","species","Trichristolopus dubius","133276","Trichristolopus","28154","extinct","1","246.7","237","246.7","237","Anisian","Ladinian","1","0","Chordata","Saurischia","","Thecodontosauridae","Trichristolopus",""
"133291","133291","txn","IF","","Pseudotrisauropus minusculus","","133291","species","Pseudotrisauropus minusculus","133289","Pseudotrisauropus","28154","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","Thecodontosauridae","Pseudotrisauropus",""
"133290","133290","txn","IF","","Pseudotrisauropus humilis","","133290","species","Pseudotrisauropus humilis","133289","Pseudotrisauropus","28154","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","Thecodontosauridae","Pseudotrisauropus",""
"133343","133343","txn","IF","","Pseudotrisauropus maserui","","133343","species","Pseudotrisauropus maserui","133289","Pseudotrisauropus","28154","extinct","1","237","227.3","237","227.3","Carnian","","1","0","Chordata","Saurischia","","Thecodontosauridae","Pseudotrisauropus",""
"133301","133301","txn","IF","","Pseudotrisauropus molekoi","","133301","species","Pseudotrisauropus molekoi","133289","Pseudotrisauropus","28154","extinct","1","237","205.7","237","205.7","Carnian","Norian","1","0","Chordata","Saurischia","","Thecodontosauridae","Pseudotrisauropus",""
"133341","133341","txn","IF","","Pseudotrisauropus subengensis","","133341","species","Pseudotrisauropus subengensis","133289","Pseudotrisauropus","28154","extinct","1","199.5","192.9","199.5","192.9","Sinemurian","","1","0","Chordata","Saurischia","","Thecodontosauridae","Pseudotrisauropus",""
"133342","133342","txn","IF","","Pseudotrisauropus dieterleni","","133342","species","Pseudotrisauropus dieterleni","133289","Pseudotrisauropus","28154","extinct","1","199.5","192.9","199.5","192.9","Sinemurian","","1","0","Chordata","Saurischia","","Thecodontosauridae","Pseudotrisauropus",""
"423012","423012","txn","","","Kholumolumo ellenbergerorum","","423012","species","Kholumolumo ellenbergerorum","423011","Kholumolumo","72974","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","","Kholumolumo",""
"173568","173568","txn","","","Xixiposaurus suni","","173568","species","Xixiposaurus suni","173567","Xixiposaurus","34475","extinct","1","201.4","192.9","201.4","192.9","Hettangian","Sinemurian","1","0","Chordata","Saurischia","","Plateosauridae","Xixiposaurus",""
"65100","65100","txn","","","Ruehleia bedheimensis","","65100","species","Ruehleia bedheimensis","65099","Ruehleia","12994","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","Plateosauridae","Ruehleia",""
"56591","56592","txn","","","Plateosauravus cullingworthi","","56591","species","Plateosauravus cullingworthi","56593","Plateosauravus","9818","extinct","2","227.3","205.7","227.3","201.4","Norian","Rhaetian","1","0","Chordata","Saurischia","","Plateosauridae","Plateosauravus",""
"62959","62959","txn","","","Unaysaurus tolentinoi","","62959","species","Unaysaurus tolentinoi","62958","Unaysaurus","11929","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","Plateosauridae","Unaysaurus",""
"64684","64684","txn","","","Plateosaurus longiceps","","64684","species","Plateosaurus longiceps","38644","Plateosaurus","12781","extinct","2","227.3","205.7","205.7","201.4","Norian","Rhaetian","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"64680","64680","txn","","","Plateosaurus fraasianus","subjective synonym of","64684","species","Plateosaurus longiceps","38644","Plateosaurus","29483","extinct","2","227.3","205.7","205.7","201.4","Norian","Rhaetian","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"65096","65096","txn","","","Plateosaurus integer","subjective synonym of","64684","species","Plateosaurus longiceps","38644","Plateosaurus","12994","extinct","2","227.3","205.7","205.7","201.4","Norian","Rhaetian","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"54996","56596","txn","","","Plateosaurus gracilis","","54996","species","Plateosaurus gracilis","38644","Plateosaurus","16920","extinct","5","227.3","211.18","215.38","205.7","Norian","","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"64685","64685","txn","","","Thecodontosaurus hermannianus","subjective synonym of","54996","species","Plateosaurus gracilis","38644","Plateosaurus","16920","extinct","5","227.3","211.18","215.38","205.7","Norian","","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"64679","64679","txn","","","Plateosaurus trossingensis","","64679","species","Plateosaurus trossingensis","38644","Plateosaurus","26308","extinct","4","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"57400","57400","txn","","","Plateosaurus reinigeri","nomen dubium, species not entered","38644","genus","Plateosaurus","38644","Plateosaurus","16920","extinct","1","227.3","205.7","227.3","205.7","Norian","","0","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"57401","57401","txn","","","Plateosaurus quenstedti","nomen dubium, species not entered","38644","genus","Plateosaurus","38644","Plateosaurus","16920","extinct","2","227.3","205.7","205.7","201.4","Norian","Rhaetian","0","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"56683","56683","txn","","","Plateosaurus engelhardti","","56683","species","Plateosaurus engelhardti","38644","Plateosaurus","23495","extinct","4","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"57402","57402","txn","","","Plateosaurus erlenbergiensis","","57402","species","Plateosaurus erlenbergiensis","38644","Plateosaurus","16920","extinct","1","205.7","201.4","205.7","201.4","Rhaetian","","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"64742","65084","txn","","","Plateosaurus ingens","","64742","species","Plateosaurus ingens","38644","Plateosaurus","34081","extinct","0","","","","","","","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"57417","57418","txn","","","Plateosaurus elizae","","57417","species","Plateosaurus elizae","38644","Plateosaurus","45243","extinct","1","205.7","201.4","205.7","201.4","Rhaetian","","1","0","Chordata","Saurischia","","Plateosauridae","Plateosaurus",""
"443779","443779","txn","","","Issi saaneq","","443779","species","Issi saaneq","443778","Issi","78483","extinct","1","227.3","205.7","227.3","205.7","Norian","","1","0","Chordata","Saurischia","","Plateosauridae","Issi",""
"67773","67773","txn","IF","","Navahopus falcipollex","","67773","species","Navahopus falcipollex","67772","Navahopus","14491","extinct","1","192.9","174.7","192.9","174.7","Pliensbachian","Toarcian","1","0","Chordata","Saurischia","","Plateosauridae","Navahopus",""
"131329","131329","txn","I","","Navahopus coyoteensis","","131329","species","Navahopus coyoteensis","67772","Navahopus","27958","extinct","1","192.9","174.7","192.9","174.7","Pliensbachian","Toarcian","1","0","Chordata","Saurischia","","Plateosauridae","Navahopus",""
"353511","353511","txn","IF","","Lavinipes cheminii","","353511","species","Lavinipes cheminii","155156","Lavinipes","65917","extinct","1","201.4","199.5","201.4","199.5","Hettangian","","1","0","Chordata","Saurischia","","","Lavinipes",""
"57454","57454","txn","","","Eoraptor lunensis","","57454","species","Eoraptor lunensis","57453","Eoraptor","6971","extinct","1","233.6","227.3","233.6","227.3","Carnian","","1","0","Chordata","Saurischia","","","Eoraptor",""
