"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","parent_name","reference_no","is_extant","n_occs","firstapp_max_ma","firstapp_min_ma","lastapp_max_ma","lastapp_min_ma","early_interval","late_interval","taxon_size","extant_size","phylum","class","order","family","genus","type_taxon"
"53388","363788","txn","","","Loricosaurus scutatus","subjective synonym of","64314","species","Neuquensaurus australis","64317","Neuquensaurus","63986","extinct","7","85.7","83.6","72.2","66","Santonian","Maastrichtian","1","0","Chordata","Saurischia","","Saltasauridae","Neuquensaurus",""
"58838","58838","txn","","","Saltasaurus loricatus","","58838","species","Saltasaurus loricatus","38693","Saltasaurus","11730","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","Saltasauridae","Saltasaurus",""
"400334","400334","txn","","","Yamanasaurus lojaensis","","400334","species","Yamanasaurus lojaensis","400333","Yamanasaurus","71145","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","Saltasauridae","Yamanasaurus",""
"63399","63399","txn","","","Alamosaurus sanjuanensis","","63399","species","Alamosaurus sanjuanensis","38683","Alamosaurus","14569","extinct","31","83.6","72.2","72.2","66","Campanian","Maastrichtian","1","0","Chordata","Saurischia","","Saltasauridae","Alamosaurus",""
"65535","65535","txn","","","Bonatitan reigi","","65535","species","Bonatitan reigi","65534","Bonatitan","13269","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","Saltasauridae","Bonatitan",""
"474895","474895","txn","","","Igai semkhu","","474895","species","Igai semkhu","474890","Igai","85336","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Saurischia","","Saltasauridae","Igai",""
"133089","133089","txn","","","Qingxiusaurus youjiangensis","","133089","species","Qingxiusaurus youjiangensis","133088","Qingxiusaurus","28123","extinct","1","100.5","66","100.5","66","Cenomanian","Maastrichtian","1","0","Chordata","Saurischia","","Saltasauridae","Qingxiusaurus",""
"371020","371020","txn","","","Zhuchengtitan zangjiazhuangensis","","371020","species","Zhuchengtitan zangjiazhuangensis","371019","Zhuchengtitan","65776","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Saurischia","","Saltasauridae","Zhuchengtitan",""
"450822","450822","txn","","","Abditosaurus kuehnei","","450822","species","Abditosaurus kuehnei","450821","Abditosaurus","79613","extinct","2","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","Saltasauridae","Abditosaurus",""
"57533","57533","txn","","","Rapetosaurus krausei","","57533","species","Rapetosaurus krausei","57532","Rapetosaurus","24618","extinct","5","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Rapetosaurus",""
"488758","488758","txn","","","Udelartitan celeste","","488758","species","Udelartitan celeste","488757","Udelartitan","88151","extinct","1","100.5","83.6","100.5","83.6","Cenomanian","Santonian","1","0","Chordata","Saurischia","","","Udelartitan",""
"57452","81767","txn","","","Jainosaurus septentrionalis","","57452","species","Jainosaurus septentrionalis","81766","Jainosaurus","7271","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Jainosaurus",""
"400668","400668","txn","","","Nullotitan glaciaris","","400668","species","Nullotitan glaciaris","400667","Nullotitan","71193","extinct","3","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Nullotitan",""
"85463","85463","txn","","","Baurutitan britoi","","85463","species","Baurutitan britoi","85462","Baurutitan","18659","extinct","4","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Baurutitan",""
"85461","85461","txn","","","Trigonosaurus pricei","subjective synonym of","85463","species","Baurutitan britoi","85462","Baurutitan","18658","extinct","4","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Baurutitan",""
"100435","100435","txn","","","Aeolosaurus colhuehuapensis","","100435","species","Aeolosaurus colhuehuapensis","53964","Aeolosaurus","24300","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Saurischia","","","Aeolosaurus",""
"58847","58847","txn","","","Aeolosaurus rionegrinus","","58847","species","Aeolosaurus rionegrinus","53964","Aeolosaurus","11740","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Saurischia","","","Aeolosaurus",""
"463611","463611","txn","","","Caieiria allocaudata","","463611","species","Caieiria allocaudata","463610","Caieiria","83113","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Caieiria",""
"172033","172033","txn","","","Panamericansaurus schroederi","","172033","species","Panamericansaurus schroederi","172032","Panamericansaurus","34054","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Panamericansaurus",""
"66574","66574","txn","","","Gondwanatitan faustoi","","66574","species","Gondwanatitan faustoi","66573","Gondwanatitan","13867","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Saurischia","","","Gondwanatitan",""
"64374","64374","txn","","","Paralititan stromeri","","64374","species","Paralititan stromeri","64373","Paralititan","12577","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Saurischia","","","Paralititan",""
"480844","480844","txn","","","Bustingorrytitan shiva","","480844","species","Bustingorrytitan shiva","480843","Bustingorrytitan","86926","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Saurischia","","","Bustingorrytitan",""
"67559","67559","txn","","","Antarctosaurus jaxarticus","nomen dubium, species not entered","71974","unranked clade","Lithostrotia","71974","Lithostrotia","15559","extinct","1","89.8","83.6","89.8","83.6","Coniacian","Santonian","0","0","Chordata","Saurischia","","","",""
"359111","359111","txn","","","Shingopana songwensis","","359111","species","Shingopana songwensis","359110","Shingopana","63147","extinct","1","100.5","72.2","100.5","72.2","Cenomanian","Campanian","1","0","Chordata","Saurischia","","","Shingopana",""
"294730","294730","txn","","","Vahiny depereti","","294730","species","Vahiny depereti","294729","Vahiny","51085","extinct","2","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Vahiny",""
"57457","57458","txn","","","Malawisaurus dixeyi","","57457","species","Malawisaurus dixeyi","57455","Malawisaurus","18591","extinct","8","121.4","113.2","121.4","113.2","Aptian","","1","0","Chordata","Saurischia","","","Malawisaurus",""
"155052","155052","txn","IF","","Titanopodus mendozensis","","155052","species","Titanopodus mendozensis","155051","Titanopodus","30819","extinct","1","83.6","66","83.6","66","Campanian","Maastrichtian","1","0","Chordata","Saurischia","","","Titanopodus",""
"327237","327237","txn","","","Padillasaurus leivaensis","","327237","species","Padillasaurus leivaensis","327236","Padillasaurus","56195","extinct","1","125.77","121.4","125.77","121.4","Barremian","","1","0","Chordata","Saurischia","","","Padillasaurus",""
"433626","433626","txn","","","Dzharatitanis kingi","","433626","species","Dzharatitanis kingi","433625","Dzharatitanis","75738","extinct","1","93.9","89.8","93.9","89.8","Turonian","","1","0","Chordata","Saurischia","","","Dzharatitanis",""
"55571","55571","txn","","","Austrosaurus mckillopi","","55571","species","Austrosaurus mckillopi","38675","Austrosaurus","9481","extinct","1","106.3","100.5","106.3","100.5","Albian","","1","0","Chordata","Saurischia","","","Austrosaurus",""
"356195","356195","txn","","","Europatitan eastwoodi","","356195","species","Europatitan eastwoodi","356194","Europatitan","62571","extinct","1","125.77","119.57","125.77","119.57","Barremian","Aptian","1","0","Chordata","Saurischia","","","Europatitan",""
"178323","178323","txn","","","Brontomerus mcintoshi","","178323","species","Brontomerus mcintoshi","178321","Brontomerus","35299","extinct","1","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Saurischia","","","Brontomerus",""
"133727","133727","txn","","","Huanghetitan ruyangensis","nomen dubium, species not entered","66514","unranked clade","Somphospondyli","66514","Somphospondyli","28190","extinct","1","121.4","100.5","121.4","100.5","Aptian","Albian","0","0","Chordata","Saurischia","","","",""
"66617","66617","txn","","","Sauroposeidon proteles","","66617","species","Sauroposeidon proteles","66616","Sauroposeidon","6837","extinct","5","121.4","113.2","110.1","93.9","Aptian","Cenomanian","1","0","Chordata","Saurischia","","","Sauroposeidon",""
"105990","105990","txn","","","Paluxysaurus jonesi","subjective synonym of","66617","species","Sauroposeidon proteles","66616","Sauroposeidon","25140","extinct","5","121.4","113.2","110.1","93.9","Aptian","Cenomanian","1","0","Chordata","Saurischia","","","Sauroposeidon",""
"66075","66075","txn","","","Jiangshanosaurus lixianensis","","66075","species","Jiangshanosaurus lixianensis","66074","Jiangshanosaurus","13643","extinct","1","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","","Jiangshanosaurus",""
"163872","163872","txn","","","Arkharavia heterocoelica","nomen dubium, species not entered","66514","unranked clade","Somphospondyli","66514","Somphospondyli","32161","extinct","1","72.2","66","72.2","66","Maastrichtian","","0","0","Chordata","Saurischia","","","",""
"350051","350051","txn","","","Triunfosaurus leonardii","","350051","species","Triunfosaurus leonardii","350050","Triunfosaurus","61524","extinct","1","143.1","125.77","143.1","125.77","Berriasian","Hauterivian","1","0","Chordata","Saurischia","","","Triunfosaurus",""
"477181","477181","txn","","","Garumbatitan morellensis","","477181","species","Garumbatitan morellensis","477180","Garumbatitan","85869","extinct","1","125.77","121.4","125.77","121.4","Barremian","","1","0","Chordata","Saurischia","","","Garumbatitan",""
"253237","253237","txn","","","Astrophocaudia slaughteri","","253237","species","Astrophocaudia slaughteri","253236","Astrophocaudia","42808","extinct","1","113.2","110.1","113.2","110.1","Albian","","1","0","Chordata","Saurischia","","","Astrophocaudia",""
"53963","53963","txn","","","Chubutisaurus insignis","","53963","species","Chubutisaurus insignis","38688","Chubutisaurus","10338","extinct","2","119.57","110.1","119.57","110.1","Aptian","Albian","1","0","Chordata","Saurischia","","","Chubutisaurus",""
"371006","371006","txn","","","Sibirotitan astrosacralis","","371006","species","Sibirotitan astrosacralis","371005","Sibirotitan","65771","extinct","3","121.4","113.2","121.4","113.2","Aptian","","1","0","Chordata","Saurischia","","","Sibirotitan",""
"100784","100784","txn","","","Australodocus bohetii","","100784","species","Australodocus bohetii","100783","Australodocus","24373","extinct","1","149.2","143.1","149.2","143.1","Tithonian","","1","0","Chordata","Saurischia","","","Australodocus",""
"138440","138440","txn","","","Tastavinsaurus sanzi","","138440","species","Tastavinsaurus sanzi","138439","Tastavinsaurus","28879","extinct","2","121.4","119.57","121.4","119.57","Aptian","","1","0","Chordata","Saurischia","","","Tastavinsaurus",""
"154996","154996","txn","","","Daxiatitan binglingi","","154996","species","Daxiatitan binglingi","154995","Daxiatitan","30807","extinct","1","125.77","113.2","125.77","113.2","Barremian","Aptian","1","0","Chordata","Saurischia","","Euhelopodidae","Daxiatitan",""
"64281","54868","txn","","","Euhelopus zdanskyi","","64281","species","Euhelopus zdanskyi","38701","Euhelopus","18021","extinct","2","143.1","132.6","143.1","132.6","Berriasian","Valanginian","1","0","Chordata","Saurischia","","Euhelopodidae","Euhelopus",""
"56410","56410","txn","","","Phuwiangosaurus sirindhornae","","56410","species","Phuwiangosaurus sirindhornae","56409","Phuwiangosaurus","9667","extinct","13","125.77","121.4","125.77","121.4","Barremian","","1","0","Chordata","Saurischia","","Euhelopodidae","Phuwiangosaurus",""
"288220","288220","txn","","","Yongjinglong datangi","","288220","species","Yongjinglong datangi","288219","Yongjinglong","49978","extinct","1","125.77","113.2","125.77","113.2","Barremian","Aptian","1","0","Chordata","Saurischia","","Euhelopodidae","Yongjinglong",""
"72377","72377","txn","","","Erketu ellisoni","","72377","species","Erketu ellisoni","72376","Erketu","16961","extinct","1","100.5","83.6","100.5","83.6","Cenomanian","Santonian","1","0","Chordata","Saurischia","","Euhelopodidae","Erketu",""
"153670","153670","txn","","","Qiaowanlong kangxii","","153670","species","Qiaowanlong kangxii","153669","Qiaowanlong","30670","extinct","1","121.4","113.2","121.4","113.2","Aptian","","1","0","Chordata","Saurischia","","Euhelopodidae","Qiaowanlong",""
"202273","202273","txn","","","Xianshanosaurus shijiagouensis","","202273","species","Xianshanosaurus shijiagouensis","202272","Xianshanosaurus","37927","extinct","1","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Saurischia","","Euhelopodidae","Xianshanosaurus",""
"58857","58857","txn","","","Tangvayosaurus hoffeti","","58857","species","Tangvayosaurus hoffeti","58856","Tangvayosaurus","11745","extinct","2","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Saurischia","","Euhelopodidae","Tangvayosaurus",""
"166381","166381","txn","","","Ruyangosaurus giganteus","","166381","species","Ruyangosaurus giganteus","166380","Ruyangosaurus","32538","extinct","1","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Saurischia","","Euhelopodidae","Ruyangosaurus",""
"71977","71977","txn","","","Huabeisaurus allocotus","","71977","species","Huabeisaurus allocotus","71976","Huabeisaurus","16768","extinct","1","100.5","72.2","100.5","72.2","Cenomanian","Campanian","1","0","Chordata","Saurischia","","Euhelopodidae","Huabeisaurus",""
"302342","302342","txn","","","Tambatitanis amicitiae","","302342","species","Tambatitanis amicitiae","302341","Tambatitanis","52192","extinct","1","113.2","110.1","113.2","110.1","Albian","","1","0","Chordata","Saurischia","","Euhelopodidae","Tambatitanis",""
"465376","465376","txn","","","Ruixinia zhangi","","465376","species","Ruixinia zhangi","465375","Ruixinia","83380","extinct","1","125.77","119.57","125.77","119.57","Barremian","Aptian","1","0","Chordata","Saurischia","","Euhelopodidae","Ruixinia",""
"84666","84666","txn","","","Gobititan shenzhouensis","","84666","species","Gobititan shenzhouensis","84665","Gobititan","18462","extinct","1","113.2","110.1","113.2","110.1","Albian","","1","0","Chordata","Saurischia","","Euhelopodidae","Gobititan",""
"440881","440881","txn","","","Silutitan sinensis","","440881","species","Silutitan sinensis","440880","Silutitan","77626","extinct","1","137.05","132.6","137.05","132.6","Valanginian","","1","0","Chordata","Saurischia","","Euhelopodidae","Silutitan",""
"273050","273050","txn","","","Gannansaurus sinensis","","273050","species","Gannansaurus sinensis","273049","Gannansaurus","47488","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Gannansaurus",""
"133728","133728","txn","","","Huanghetitan liujiaxiaensis","","133728","species","Huanghetitan liujiaxiaensis","133726","Huanghetitan","28417","extinct","1","125.77","113.2","125.77","113.2","Barremian","Aptian","1","0","Chordata","Saurischia","","","Huanghetitan",""
"81715","81715","txn","","","Ligabuesaurus leanzai","","81715","species","Ligabuesaurus leanzai","81714","Ligabuesaurus","17704","extinct","1","113.2","110.1","113.2","110.1","Albian","","1","0","Chordata","Saurischia","","","Ligabuesaurus",""
"153808","153808","txn","","","Dongbeititan dongi","","153808","species","Dongbeititan dongi","153807","Dongbeititan","30687","extinct","1","125.77","119.57","125.77","119.57","Barremian","Aptian","1","0","Chordata","Saurischia","","","Dongbeititan",""
"438443","438443","txn","","","Australotitan cooperensis","nomen dubium, species not entered","432385","unranked clade","Diamantinasauria","432385","Diamantinasauria","77067","extinct","2","100.5","89.8","100.5","89.8","Cenomanian","Turonian","0","0","Chordata","Saurischia","","","",""
"148971","148971","txn","","","Wintonotitan wattsi","","148971","species","Wintonotitan wattsi","148970","Wintonotitan","30242","extinct","7","100.5","93.9","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","","Wintonotitan",""
"366665","366665","txn","","","Mansourasaurus shahinae","","366665","species","Mansourasaurus shahinae","366664","Mansourasaurus","64842","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Saurischia","","","Mansourasaurus",""
"340069","340069","txn","","","Sarmientosaurus musacchioi","","340069","species","Sarmientosaurus musacchioi","340068","Sarmientosaurus","58994","extinct","1","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","","Sarmientosaurus",""
"347242","347242","txn","","","Savannasaurus elliottorum","","347242","species","Savannasaurus elliottorum","347241","Savannasaurus","60643","extinct","3","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","","Savannasaurus",""
"148969","148969","txn","","","Diamantinasaurus matildae","","148969","species","Diamantinasaurus matildae","148968","Diamantinasaurus","30242","extinct","6","100.5","93.9","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","","Diamantinasaurus",""
"268507","268507","txn","","","Yunmenglong ruyangensis","","268507","species","Yunmenglong ruyangensis","268506","Yunmenglong","46915","extinct","1","121.4","100.5","121.4","100.5","Aptian","Albian","1","0","Chordata","Saurischia","","","Yunmenglong",""
"176040","176040","txn","","","Liubangosaurus hei","","176040","species","Liubangosaurus hei","176039","Liubangosaurus","34989","extinct","1","121.4","113.2","121.4","113.2","Aptian","","1","0","Chordata","Saurischia","","","Liubangosaurus",""
"84658","84658","txn","","","Sonidosaurus saihangaobiensis","","84658","species","Sonidosaurus saihangaobiensis","84657","Sonidosaurus","18458","extinct","1","83.6","72.2","83.6","72.2","Campanian","","1","0","Chordata","Saurischia","","","Sonidosaurus",""
"477082","477082","txn","","","Jiangxititan ganzhouensis","","477082","species","Jiangxititan ganzhouensis","477081","Jiangxititan","85823","extinct","1","72.2","66","72.2","66","Maastrichtian","","1","0","Chordata","Saurischia","","","Jiangxititan",""
"180384","180384","txn","","","Angolatitan adamastor","","180384","species","Angolatitan adamastor","180383","Angolatitan","35572","extinct","1","89.8","85.7","89.8","85.7","Coniacian","","1","0","Chordata","Saurischia","","","Angolatitan",""
"66912","66912","txn","","","Bothriospondylus robustus","nomen dubium, species not entered","57438","unranked clade","Macronaria","57438","Macronaria","14124","extinct","1","168.2","165.3","168.2","165.3","Bathonian","","0","0","Chordata","Saurischia","","","",""
"83016","83016","txn","","","Apatosaurus minimus","nomen dubium, species not entered","57438","unranked clade","Macronaria","57438","Macronaria","18091","extinct","1","154.8","143.1","154.8","143.1","Kimmeridgian","Tithonian","0","0","Chordata","Saurischia","","","",""
"463193","463193","txn","","","Yuzhoulong qurenensis","","463193","species","Yuzhoulong qurenensis","463192","Yuzhoulong","83062","extinct","1","168.2","161.5","168.2","161.5","Bathonian","Callovian","1","0","Chordata","Saurischia","","","Yuzhoulong",""
"63719","63719","txn","","","Dinodocus mackesoni","nomen dubium, species not entered","57438","unranked clade","Macronaria","57438","Macronaria","12212","extinct","1","121.4","119.57","121.4","119.57","Aptian","","0","0","Chordata","Saurischia","","","",""
"65347","71350","txn","","","Lourinhasaurus alenquerensis","","65347","species","Lourinhasaurus alenquerensis","71349","Lourinhasaurus","13143","extinct","5","152.21","149.2","152.21","145.06","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Lourinhasaurus",""
"54168","54168","txn","","","Camarasaurus supremus","","54168","species","Camarasaurus supremus","38697","Camarasaurus","7239","extinct","7","154.8","149.2","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"65175","65175","txn","","","Caulodon diversidens","subjective synonym of","54168","species","Camarasaurus supremus","38697","Camarasaurus","15658","extinct","7","154.8","149.2","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"65176","65176","txn","","","Caulodon leptoganus","subjective synonym of","54168","species","Camarasaurus supremus","38697","Camarasaurus","7921","extinct","7","154.8","149.2","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"65180","65180","txn","","","Amphicoelias latus","subjective synonym of","54168","species","Camarasaurus supremus","38697","Camarasaurus","33920","extinct","7","154.8","149.2","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"54206","54206","txn","","","Camarasaurus leptodirus","subjective synonym of","54168","species","Camarasaurus supremus","38697","Camarasaurus","9088","extinct","7","154.8","149.2","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"55640","67988","txn","","","Camarasaurus lewisi","","55640","species","Camarasaurus lewisi","38697","Camarasaurus","9518","extinct","1","154.8","149.2","154.8","149.2","Kimmeridgian","","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"63764","71837","txn","","","Camarasaurus lentus","","63764","species","Camarasaurus lentus","38697","Camarasaurus","10620","extinct","9","154.8","149.2","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"71923","71923","txn","","","Camarasaurus annae","subjective synonym of","63764","species","Camarasaurus lentus","38697","Camarasaurus","16756","extinct","9","154.8","149.2","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"71922","71922","txn","","","Uintasaurus douglassi","subjective synonym of","63764","species","Camarasaurus lentus","38697","Camarasaurus","53217","extinct","9","154.8","149.2","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"52961","67181","txn","","","Camarasaurus grandis","","52961","species","Camarasaurus grandis","38697","Camarasaurus","7811","extinct","13","154.8","145.06","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"52967","52967","txn","","","Morosaurus impar","subjective synonym of","52961","species","Camarasaurus grandis","38697","Camarasaurus","7813","extinct","13","154.8","145.06","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"64747","64747","txn","","","Morosaurus robustus","subjective synonym of","52961","species","Camarasaurus grandis","38697","Camarasaurus","7803","extinct","13","154.8","145.06","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"67182","67182","txn","","","Pleurocoelus montanus","subjective synonym of","52961","species","Camarasaurus grandis","38697","Camarasaurus","14074","extinct","13","154.8","145.06","149.2","143.1","Kimmeridgian","Tithonian","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"389229","389229","txn","","","Morosaurus marchei","","389229","species","Morosaurus marchei","38697","Camarasaurus","63601","extinct","1","152.21","149.2","152.21","149.2","Kimmeridgian","","1","0","Chordata","Saurischia","","Camarasauridae","Camarasaurus",""
"81697","81697","txn","","","Europasaurus holgeri","","81697","species","Europasaurus holgeri","81696","Europasaurus","17682","extinct","1","152.21","149.2","152.21","149.2","Kimmeridgian","","1","0","Chordata","Saurischia","","","Europasaurus",""
"66569","66569","txn","","","Tehuelchesaurus benitezii","","66569","species","Tehuelchesaurus benitezii","66568","Tehuelchesaurus","13864","extinct","1","157.9","143.1","157.9","143.1","","","1","0","Chordata","Saurischia","","","Tehuelchesaurus",""
"353502","353502","txn","IF","","Oobardjidama foulkesi","","353502","species","Oobardjidama foulkesi","353501","Oobardjidama","62321","extinct","1","137.05","121.4","137.05","121.4","Valanginian","Barremian","1","0","Chordata","Saurischia","","","Oobardjidama",""
"67011","67011","txn","","","Ischyrosaurus manseli","nomen dubium, species not entered","57439","unranked clade","Neosauropoda","57439","Neosauropoda","14142","extinct","1","152.21","145.06","152.21","145.06","Kimmeridgian","Tithonian","0","0","Chordata","Saurischia","","","",""
"68180","68180","txn","","","Histriasaurus boscarollii","","68180","species","Histriasaurus boscarollii","68179","Histriasaurus","7449","extinct","1","132.6","121.4","132.6","121.4","Hauterivian","Barremian","1","0","Chordata","Saurischia","","Rebbachisauridae","Histriasaurus",""
"378459","378459","txn","","","Lavocatisaurus agrioensis","","378459","species","Lavocatisaurus agrioensis","378458","Lavocatisaurus","67253","extinct","1","121.4","110.1","121.4","110.1","Aptian","Albian","1","0","Chordata","Saurischia","","Rebbachisauridae","Lavocatisaurus",""
"481296","481296","txn","","","Sidersaura marae","","481296","species","Sidersaura marae","481295","Sidersaura","87060","extinct","2","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","Rebbachisauridae","Sidersaura",""
"111395","111395","txn","","","Xenoposeidon proneneukos","","111395","species","Xenoposeidon proneneukos","111394","Xenoposeidon","25840","extinct","1","139.1","132.6","139.1","132.6","Berriasian","Valanginian","1","0","Chordata","Saurischia","","Rebbachisauridae","Xenoposeidon",""
"71351","71351","txn","","","Rayososaurus agrioensis","","71351","species","Rayososaurus agrioensis","57368","Rayososaurus","16547","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Saurischia","","Rebbachisauridae","Rayososaurus",""
"390655","390655","txn","","","Itapeuasaurus cajapioensis","","390655","species","Itapeuasaurus cajapioensis","390654","Itapeuasaurus","69634","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Saurischia","","Rebbachisauridae","Itapeuasaurus",""
"202270","202270","txn","","","Demandasaurus darwini","","202270","species","Demandasaurus darwini","202269","Demandasaurus","37926","extinct","2","125.77","119.57","125.77","119.57","Barremian","Aptian","1","0","Chordata","Saurischia","","Rebbachisauridae","Demandasaurus",""
"57367","57367","txn","","","Nigersaurus taqueti","","57367","species","Nigersaurus taqueti","57366","Nigersaurus","10484","extinct","3","121.4","113.2","113.2","100.5","Aptian","Albian","1","0","Chordata","Saurischia","","Rebbachisauridae","Nigersaurus",""
"63792","63792","txn","","","Rebbachisaurus tamesnensis","nomen dubium, species not entered","322714","unranked clade","Rebbachisaurinae","322714","Rebbachisaurinae","45858","extinct","21","143.1","132.6","106.3","93.9","Berriasian","Cenomanian","0","0","Chordata","Saurischia","","Rebbachisauridae","",""
"65368","65368","txn","","","Rebbachisaurus garasbae","","65368","species","Rebbachisaurus garasbae","38679","Rebbachisaurus","29347","extinct","4","106.3","93.9","100.5","93.9","Albian","Cenomanian","1","0","Chordata","Saurischia","","Rebbachisauridae","Rebbachisaurus",""
"273397","273397","txn","","","Tataouinea hannibalis","","273397","species","Tataouinea hannibalis","273396","Tataouinea","47523","extinct","1","113.2","100.5","113.2","100.5","Albian","","1","0","Chordata","Saurischia","","Rebbachisauridae","Tataouinea",""
"140521","140521","txn","","","Nopcsaspondylus alarconensis","","140521","species","Nopcsaspondylus alarconensis","140520","Nopcsaspondylus","29093","extinct","1","100.5","93.9","100.5","93.9","Cenomanian","","1","0","Chordata","Saurischia","","Rebbachisauridae","Nopcsaspondylus",""
"63873","63874","txn","","","Limaysaurus tessonei","","63873","species","Limaysaurus tessonei","63871","Limaysaurus","16726","extinct","6","100.5","93.9","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","Rebbachisauridae","Limaysaurus",""
"89495","89495","txn","","","Cathartesaura anaerobica","","89495","species","Cathartesaura anaerobica","89494","Cathartesaura","19213","extinct","1","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","Rebbachisauridae","Cathartesaura",""
"251280","251280","txn","","","Comahuesaurus windhauseni","","251280","species","Comahuesaurus windhauseni","251279","Comahuesaurus","43621","extinct","1","119.57","110.1","119.57","110.1","Aptian","Albian","1","0","Chordata","Saurischia","","Rebbachisauridae","Comahuesaurus",""
"282474","282474","txn","","","Katepensaurus goicoecheai","","282474","species","Katepensaurus goicoecheai","282473","Katepensaurus","48949","extinct","1","100.5","89.8","100.5","89.8","Cenomanian","Turonian","1","0","Chordata","Saurischia","","Rebbachisauridae","Katepensaurus",""
"89459","89459","txn","","","Amazonsaurus maranhensis","","89459","species","Amazonsaurus maranhensis","89458","Amazonsaurus","19194","extinct","1","119.57","106.3","119.57","106.3","Aptian","Albian","1","0","Chordata","Saurischia","","Rebbachisauridae","Amazonsaurus",""
"89457","89457","txn","","","Zapalasaurus bonapartei","","89457","species","Zapalasaurus bonapartei","89456","Zapalasaurus","19193","extinct","1","125.77","119.57","125.77","119.57","Barremian","Aptian","1","0","Chordata","Saurischia","","Rebbachisauridae","Zapalasaurus",""
